seed= 15
cool_rate[s/K]= 60
y= 1.5
n= 0
scale= 1e+09
conc= 2e-32
salt= 0
0	40	90	166
20.2681	40	90	165
20.2688	40	21	166
40.4166	40	21	165
40.4166	40	99	166
55.9835	40	99	165
55.9837	40	115	166
78.2624	41	115	165
78.2646	41	29	166
98.2881	41	29	165
98.2884	41	101	166
144.078	42	101	165
144.079	42	53	166
163.011	42	53	165
163.011	42	27	166
198.792	43	27	165
198.792	43	115	166
246.029	44	115	165
246.029	44	156	166
278.771	44	156	165
278.772	44	152	166
293.979	44	152	165
293.98	44	120	166
323.075	45	120	165
323.076	45	92	166
329.272	45	92	165
329.273	45	144	166
340.65	45	144	165
340.65	45	5	166
376.962	46	5	165
376.963	46	111	166
436.704	47	111	165
436.704	47	156	166
471.925	47	156	165
471.928	47	140	166
510.284	48	140	165
510.287	48	25	166
547.262	49	25	165
547.263	49	107	166
606.248	50	107	165
606.249	50	160	166
657.899	50	21	165
681.948	51	21	164
681.948	51	160	165
688.105	51	92	166
696.983	51	92	165
696.989	51	55	166
711.385	51	55	165
711.386	51	36	166
721.256	52	36	165
721.256	52	88	166
721.441	52	88	165
721.442	52	33	166
736.427	52	33	165
736.428	52	49	166
742.685	52	49	165
742.686	52	116	166
750.61	52	116	165
750.61	52	96	166
752.251	52	96	165
752.251	52	86	166
762.095	52	86	165
762.096	52	116	166
768.055	52	116	165
768.055	52	159	166
792.135	53	159	165
792.136	53	131	166
795.639	53	131	165
795.639	53	79	166
796.938	53	164	165
815.998	53	84	164
817.995	53	84	163
817.996	53	79	164
818.885	53	97	165
822.729	53	97	164
822.729	53	51	165
824.945	53	51	164
824.947	53	164	165
827.613	53	84	166
843.289	54	84	165
843.289	54	55	166
843.442	54	55	165
843.442	54	78	166
845.55	54	78	165
845.552	54	5	166
850.963	54	5	165
850.963	54	80	166
856.368	54	80	165
856.373	54	92	166
857.096	54	92	165
857.099	54	37	166
863.142	54	37	165
863.143	54	33	166
864.343	54	33	165
864.344	54	127	166
870.405	54	127	165
870.412	54	92	166
871.113	54	92	165
871.117	54	21	166
871.902	54	21	165
871.906	54	65	166
875.061	54	65	165
875.063	54	30	166
878.916	54	30	165
